,name,original_sentence,named_sentence,final_sentence
829,she,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with she ,I really enjoyed quantitative research methods with she 
830,we,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with we ,I really enjoyed quantitative research methods with we 
831,you,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with you ,I really enjoyed quantitative research methods with you 
832,you all,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with you all ,I really enjoyed quantitative research methods with you all 
833,they,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with they ,I really enjoyed quantitative research methods with they 
834,I,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with I ,I really enjoyed quantitative research methods with I 
835,me,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with me ,I really enjoyed quantitative research methods with me 
836,him,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with him ,I really enjoyed quantitative research methods with him 
837,her,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with her ,I really enjoyed quantitative research methods with her 
838,them,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with them ,I really enjoyed quantitative research methods with them 
839,us,I really enjoyed quantitative research methods with *** ,I really enjoyed quantitative research methods with us ,I really enjoyed quantitative research methods with us 
840,he,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask he and he to take better notes on he's class,Next time I would ask he and he to take better notes on he's class
841,she,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask she and she to take better notes on she's class,Next time I would ask she and she to take better notes on she's class
842,we,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask we and we to take better notes on we's class,Next time I would ask we and we to take better notes on we's class
843,you,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask you and you to take better notes on you's class,Next time I would ask you and you to take better notes on you's class
844,you all,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask you all and you all to take better notes on you all's class,Next time I would ask you all and you all to take better notes on you all's class
845,they,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask they and they to take better notes on they's class,Next time I would ask they and they to take better notes on they's class
846,I,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask I and I to take better notes on I's class,Next time I would ask I and I to take better notes on I's class
847,me,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask me and me to take better notes on me's class,Next time I would ask me and me to take better notes on me's class
848,him,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask him and him to take better notes on him's class,Next time I would ask him and him to take better notes on him's class
849,her,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask her and her to take better notes on her's class,Next time I would ask her and her to take better notes on her's class
850,them,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask them and them to take better notes on them's class,Next time I would ask them and them to take better notes on them's class
851,us,Next time I would ask *** and *** to take better notes on ***'s class,Next time I would ask us and us to take better notes on us's class,Next time I would ask us and us to take better notes on us's class
852,he,*** is not related to that person but knows Karate,he is not related to that person but knows Karate,he is not related to that person but knows ***
853,she,*** is not related to that person but knows Karate,she is not related to that person but knows Karate,she is not related to that person but knows ***
854,we,*** is not related to that person but knows Karate,we is not related to that person but knows Karate,we is not related to that person but knows ***
855,you,*** is not related to that person but knows Karate,you is not related to that person but knows Karate,you is not related to that person but knows ***
856,you all,*** is not related to that person but knows Karate,you all is not related to that person but knows Karate,you all is not related to that person but knows ***
857,they,*** is not related to that person but knows Karate,they is not related to that person but knows Karate,they is not related to that person but knows ***
858,I,*** is not related to that person but knows Karate,I is not related to that person but knows Karate,I is not related to that person but knows ***
859,me,*** is not related to that person but knows Karate,me is not related to that person but knows Karate,me is not related to that person but knows ***
860,him,*** is not related to that person but knows Karate,him is not related to that person but knows Karate,him is not related to that person but knows ***
861,her,*** is not related to that person but knows Karate,her is not related to that person but knows Karate,her is not related to that person but knows ***
862,them,*** is not related to that person but knows Karate,them is not related to that person but knows Karate,them is not related to that person but knows ***
863,us,*** is not related to that person but knows Karate,us is not related to that person but knows Karate,us is not related to that person but knows ***
864,he,*** has been in engineering education for twenty seven years,he has been in engineering education for twenty seven years,he has been in engineering education for twenty seven years
865,she,*** has been in engineering education for twenty seven years,she has been in engineering education for twenty seven years,she has been in engineering education for twenty seven years
866,we,*** has been in engineering education for twenty seven years,we has been in engineering education for twenty seven years,we has been in engineering education for twenty seven years
867,you,*** has been in engineering education for twenty seven years,you has been in engineering education for twenty seven years,you has been in engineering education for twenty seven years
868,you all,*** has been in engineering education for twenty seven years,you all has been in engineering education for twenty seven years,you all has been in engineering education for twenty seven years
869,they,*** has been in engineering education for twenty seven years,they has been in engineering education for twenty seven years,they has been in engineering education for twenty seven years
870,I,*** has been in engineering education for twenty seven years,I has been in engineering education for twenty seven years,I has been in engineering education for twenty seven years
871,me,*** has been in engineering education for twenty seven years,me has been in engineering education for twenty seven years,me has been in engineering education for twenty seven years
872,him,*** has been in engineering education for twenty seven years,him has been in engineering education for twenty seven years,him has been in engineering education for twenty seven years
873,her,*** has been in engineering education for twenty seven years,her has been in engineering education for twenty seven years,her has been in engineering education for twenty seven years
874,them,*** has been in engineering education for twenty seven years,them has been in engineering education for twenty seven years,them has been in engineering education for twenty seven years
875,us,*** has been in engineering education for twenty seven years,us has been in engineering education for twenty seven years,us has been in engineering education for twenty seven years
876,he,I have met a few *** in my day and they all look the same,I have met a few he in my day and they all look the same,I have met a few he in my day and they all look the same
877,she,I have met a few *** in my day and they all look the same,I have met a few she in my day and they all look the same,I have met a few she in my day and they all look the same
878,we,I have met a few *** in my day and they all look the same,I have met a few we in my day and they all look the same,I have met a few we in my day and they all look the same
879,you,I have met a few *** in my day and they all look the same,I have met a few you in my day and they all look the same,I have met a few you in my day and they all look the same
880,you all,I have met a few *** in my day and they all look the same,I have met a few you all in my day and they all look the same,I have met a few you all in my day and they all look the same
881,they,I have met a few *** in my day and they all look the same,I have met a few they in my day and they all look the same,I have met a few they in my day and they all look the same
882,I,I have met a few *** in my day and they all look the same,I have met a few I in my day and they all look the same,I have met a few I in my day and they all look the same
883,me,I have met a few *** in my day and they all look the same,I have met a few me in my day and they all look the same,I have met a few me in my day and they all look the same
884,him,I have met a few *** in my day and they all look the same,I have met a few him in my day and they all look the same,I have met a few him in my day and they all look the same
885,her,I have met a few *** in my day and they all look the same,I have met a few her in my day and they all look the same,I have met a few her in my day and they all look the same
886,them,I have met a few *** in my day and they all look the same,I have met a few them in my day and they all look the same,I have met a few them in my day and they all look the same
887,us,I have met a few *** in my day and they all look the same,I have met a few us in my day and they all look the same,I have met a few us in my day and they all look the same
888,he,I share a birthday with *** and would like to have pizza with them,I share a birthday with he and would like to have pizza with them,I share a birthday with he and would like to have pizza with them
889,she,I share a birthday with *** and would like to have pizza with them,I share a birthday with she and would like to have pizza with them,I share a birthday with she and would like to have pizza with them
890,we,I share a birthday with *** and would like to have pizza with them,I share a birthday with we and would like to have pizza with them,I share a birthday with we and would like to have pizza with them
891,you,I share a birthday with *** and would like to have pizza with them,I share a birthday with you and would like to have pizza with them,I share a birthday with you and would like to have pizza with them
892,you all,I share a birthday with *** and would like to have pizza with them,I share a birthday with you all and would like to have pizza with them,I share a birthday with you all and would like to have pizza with them
893,they,I share a birthday with *** and would like to have pizza with them,I share a birthday with they and would like to have pizza with them,I share a birthday with they and would like to have pizza with them
894,I,I share a birthday with *** and would like to have pizza with them,I share a birthday with I and would like to have pizza with them,I share a birthday with I and would like to have pizza with them
895,me,I share a birthday with *** and would like to have pizza with them,I share a birthday with me and would like to have pizza with them,I share a birthday with me and would like to have pizza with them
896,him,I share a birthday with *** and would like to have pizza with them,I share a birthday with him and would like to have pizza with them,I share a birthday with him and would like to have pizza with them
897,her,I share a birthday with *** and would like to have pizza with them,I share a birthday with her and would like to have pizza with them,I share a birthday with her and would like to have pizza with them
898,them,I share a birthday with *** and would like to have pizza with them,I share a birthday with them and would like to have pizza with them,I share a birthday with them and would like to have pizza with them
899,us,I share a birthday with *** and would like to have pizza with them,I share a birthday with us and would like to have pizza with them,I share a birthday with us and would like to have pizza with them
900,he,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with he and he tomorrow and it's that best way to start the week,I have my advisor meeting with he and he tomorrow and it's that best way to start the week
901,she,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with she and she tomorrow and it's that best way to start the week,I have my advisor meeting with she and she tomorrow and it's that best way to start the week
902,we,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with we and we tomorrow and it's that best way to start the week,I have my advisor meeting with we and we tomorrow and it's that best way to start the week
903,you,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with you and you tomorrow and it's that best way to start the week,I have my advisor meeting with you and you tomorrow and it's that best way to start the week
904,you all,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with you all and you all tomorrow and it's that best way to start the week,I have my advisor meeting with you all and you all tomorrow and it's that best way to start the week
905,they,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with they and they tomorrow and it's that best way to start the week,I have my advisor meeting with they and they tomorrow and it's that best way to start the week
906,I,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with I and I tomorrow and it's that best way to start the week,I have my advisor meeting with I and I tomorrow and it's that best way to start the week
907,me,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with me and me tomorrow and it's that best way to start the week,I have my advisor meeting with me and me tomorrow and it's that best way to start the week
908,him,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with him and him tomorrow and it's that best way to start the week,I have my advisor meeting with him and him tomorrow and it's that best way to start the week
909,her,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with her and her tomorrow and it's that best way to start the week,I have my advisor meeting with her and her tomorrow and it's that best way to start the week
910,them,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with them and them tomorrow and it's that best way to start the week,I have my advisor meeting with them and them tomorrow and it's that best way to start the week
911,us,I have my advisor meeting with *** and *** tomorrow and it's that best way to start the week,I have my advisor meeting with us and us tomorrow and it's that best way to start the week,I have my advisor meeting with us and us tomorrow and it's that best way to start the week
912,he,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like he,There have been many intelligent people in engineering education but not anyone like he
913,she,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like she,There have been many intelligent people in engineering education but not anyone like she
914,we,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like we,There have been many intelligent people in engineering education but not anyone like we
915,you,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like you,There have been many intelligent people in engineering education but not anyone like you
916,you all,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like you all,There have been many intelligent people in engineering education but not anyone like you all
917,they,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like they,There have been many intelligent people in engineering education but not anyone like they
918,I,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like I,There have been many intelligent people in engineering education but not anyone like I
919,me,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like me,There have been many intelligent people in engineering education but not anyone like me
920,him,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like him,There have been many intelligent people in engineering education but not anyone like him
921,her,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like her,There have been many intelligent people in engineering education but not anyone like her
922,them,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like them,There have been many intelligent people in engineering education but not anyone like them
923,us,There have been many intelligent people in engineering education but not anyone like ***,There have been many intelligent people in engineering education but not anyone like us,There have been many intelligent people in engineering education but not anyone like us
924,he,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with he for lunch and they will eat spicy mexican food,They are going for a walk with he for lunch and they will eat spicy mexican food
925,she,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with she for lunch and they will eat spicy mexican food,They are going for a walk with she for lunch and they will eat spicy mexican food
926,we,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with we for lunch and they will eat spicy mexican food,They are going for a walk with we for lunch and they will eat spicy mexican food
927,you,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with you for lunch and they will eat spicy mexican food,They are going for a walk with you for lunch and they will eat spicy mexican food
928,you all,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with you all for lunch and they will eat spicy mexican food,They are going for a walk with you all for lunch and they will eat spicy mexican food
929,they,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with they for lunch and they will eat spicy mexican food,They are going for a walk with they for lunch and they will eat spicy mexican food
930,I,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with I for lunch and they will eat spicy mexican food,They are going for a walk with I for lunch and they will eat spicy mexican food
931,me,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with me for lunch and they will eat spicy mexican food,They are going for a walk with me for lunch and they will eat spicy mexican food
932,him,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with him for lunch and they will eat spicy mexican food,They are going for a walk with him for lunch and they will eat spicy mexican food
933,her,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with her for lunch and they will eat spicy mexican food,They are going for a walk with her for lunch and they will eat spicy mexican food
934,them,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with them for lunch and they will eat spicy mexican food,They are going for a walk with them for lunch and they will eat spicy mexican food
935,us,They are going for a walk with *** for lunch and they will eat spicy mexican food,They are going for a walk with us for lunch and they will eat spicy mexican food,They are going for a walk with us for lunch and they will eat spicy mexican food
936,he,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name he,I am running out of comments that I can make about the name he
937,she,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name she,I am running out of comments that I can make about the name she
938,we,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name we,I am running out of comments that I can make about the name we
939,you,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name you,I am running out of comments that I can make about the name you
940,you all,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name you all,I am running out of comments that I can make about the name you all
941,they,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name they,I am running out of comments that I can make about the name they
942,I,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name I,I am running out of comments that I can make about the name I
943,me,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name me,I am running out of comments that I can make about the name me
944,him,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name him,I am running out of comments that I can make about the name him
945,her,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name her,I am running out of comments that I can make about the name her
946,them,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name them,I am running out of comments that I can make about the name them
947,us,I am running out of comments that I can make about the name ***,I am running out of comments that I can make about the name us,I am running out of comments that I can make about the name us
948,he,That last one was supposed to be ***,That last one was supposed to be he,That last one was supposed to be he
949,she,That last one was supposed to be ***,That last one was supposed to be she,That last one was supposed to be she
950,we,That last one was supposed to be ***,That last one was supposed to be we,That last one was supposed to be we
951,you,That last one was supposed to be ***,That last one was supposed to be you,That last one was supposed to be you
952,you all,That last one was supposed to be ***,That last one was supposed to be you all,That last one was supposed to be you all
953,they,That last one was supposed to be ***,That last one was supposed to be they,That last one was supposed to be they
954,I,That last one was supposed to be ***,That last one was supposed to be I,That last one was supposed to be I
955,me,That last one was supposed to be ***,That last one was supposed to be me,That last one was supposed to be me
956,him,That last one was supposed to be ***,That last one was supposed to be him,That last one was supposed to be him
957,her,That last one was supposed to be ***,That last one was supposed to be her,That last one was supposed to be her
958,them,That last one was supposed to be ***,That last one was supposed to be them,That last one was supposed to be them
959,us,That last one was supposed to be ***,That last one was supposed to be us,That last one was supposed to be us
